Nome,advisor,link_adv
Judy L. Walker,Nigel Boston,https://en.wikipedia.org/wiki/Nigel_Boston
Louis Harold Gray,James Chadwick,https://en.wikipedia.org/wiki/James_Chadwick
Julian Besag,M. S. Bartlett,https://en.wikipedia.org/wiki/M._S._Bartlett
Julian Besag,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Frank Kameny,Cecilia Payne-Gaposchkin,https://en.wikipedia.org/wiki/Cecilia_Payne-Gaposchkin
Jean Tirole,Eric Maskin,https://en.wikipedia.org/wiki/Eric_Maskin
William A. Noyes,Ira Remsen,https://en.wikipedia.org/wiki/Ira_Remsen
Saly Ruth Ramler,Gerhard Kowalewski,https://en.wikipedia.org/wiki/Gerhard_Kowalewski
Saly Ruth Ramler,Georg Alexander Pick,https://en.wikipedia.org/wiki/Georg_Alexander_Pick
Richard C. Tolman,Arthur Amos Noyes,https://en.wikipedia.org/wiki/Arthur_Amos_Noyes
Glenn H. Stevens,Barry Mazur,https://en.wikipedia.org/wiki/Barry_Mazur
Giorgio Ausiello,Corrado Böhm,https://en.wikipedia.org/wiki/Corrado_B%C3%B6hm
Hans Heinrich Euler,Werner Heisenberg,https://en.wikipedia.org/wiki/Werner_Heisenberg
Ralph P. Boas Jr.,David Widder,https://en.wikipedia.org/wiki/David_Widder
Edward Kennard Rand,Ludwig Traube,https://en.wikipedia.org/wiki/Ludwig_Traube_(palaeographer)
Harry Hoijer,Edward Sapir,https://en.wikipedia.org/wiki/Edward_Sapir
Lamberto Cesari,Leonida Tonelli,https://en.wikipedia.org/wiki/Leonida_Tonelli
Lamberto Cesari,Constantin Carathéodory,https://en.wikipedia.org/wiki/Constantin_Carath%C3%A9odory
Lamberto Cesari,Mauro Picone,https://en.wikipedia.org/wiki/Mauro_Picone
Carolina Araujo (mathematician),János Kollár,https://en.wikipedia.org/wiki/J%C3%A1nos_Koll%C3%A1r
John D. Storey,Robert Tibshirani,https://en.wikipedia.org/wiki/Robert_Tibshirani
Paul Ehrenfest,Ludwig Boltzmann,https://en.wikipedia.org/wiki/Ludwig_Boltzmann
Carl Neumann,Friedrich Richelot,https://en.wikipedia.org/wiki/Friedrich_Richelot
Carl Neumann,Otto Hesse,https://en.wikipedia.org/wiki/Otto_Hesse
Franklin M. Fisher,John R. Meyer,https://en.wikipedia.org/wiki/John_R._Meyer
Ricardo J. Caballero,Olivier Blanchard,https://en.wikipedia.org/wiki/Olivier_Blanchard
Ricardo J. Caballero,Stanley Fischer,https://en.wikipedia.org/wiki/Stanley_Fischer
Martha Palmer,Alan Bundy,https://en.wikipedia.org/wiki/Alan_Bundy
András Sebő,András Frank,https://en.wikipedia.org/wiki/Andr%C3%A1s_Frank
Susan Howson (mathematician),John H. Coates,https://en.wikipedia.org/wiki/John_H._Coates
Richard Loree Anderson,Gerhard Tintner,https://en.wikipedia.org/wiki/Gerhard_Tintner
K. G. Ramanathan,Emil Artin,https://en.wikipedia.org/wiki/Emil_Artin
Gaetano Fichera,Mauro Picone,https://en.wikipedia.org/wiki/Mauro_Picone
Yulii Khariton,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Yulii Khariton,Abram Ioffe,https://en.wikipedia.org/wiki/Abram_Ioffe
Werner Fenchel,Ludwig Bieberbach,https://en.wikipedia.org/wiki/Ludwig_Bieberbach
Greg Mankiw,Stanley Fischer,https://en.wikipedia.org/wiki/Stanley_Fischer
Joseph Jastrow,Charles Sanders Peirce,https://en.wikipedia.org/wiki/Charles_Sanders_Peirce
Frank Quinn (mathematician),William Browder,https://en.wikipedia.org/wiki/William_Browder_(mathematician)
Frank Quinn (mathematician),Michel Kervaire,https://en.wikipedia.org/wiki/Michel_Kervaire
Arnold Beckman,Roscoe G. Dickinson,https://en.wikipedia.org/wiki/Roscoe_G._Dickinson
Étienne Fouvry,Jean-Marc Deshouillers,https://en.wikipedia.org/wiki/Jean-Marc_Deshouillers
Étienne Fouvry,Henryk Iwaniec,https://en.wikipedia.org/wiki/Henryk_Iwaniec
Rebecca Goldin,Victor Guillemin,https://en.wikipedia.org/wiki/Victor_Guillemin
John MacFarlane (philosopher),Robert Brandom,https://en.wikipedia.org/wiki/Robert_Brandom
Juris Hartmanis,Robert P. Dilworth,https://en.wikipedia.org/wiki/Robert_P._Dilworth
Rubby Sherr,Henry DeWolf Smyth,https://en.wikipedia.org/wiki/Henry_DeWolf_Smyth
Richard Jozsa,Roger Penrose,https://en.wikipedia.org/wiki/Roger_Penrose
Ottokar Tumlirz,Ernst Mach,https://en.wikipedia.org/wiki/Ernst_Mach
Michael Hutchings (mathematician),Clifford Taubes,https://en.wikipedia.org/wiki/Clifford_Taubes
Gilbert N. Lewis,Theodore William Richards,https://en.wikipedia.org/wiki/Theodore_William_Richards
Peter J. Weinberger,Derrick Henry Lehmer,https://en.wikipedia.org/wiki/Derrick_Henry_Lehmer
Alex Filippenko,Wallace L. W. Sargent,https://en.wikipedia.org/wiki/Wallace_L._W._Sargent
Alex Filippenko,Stanton J. Peale,https://en.wikipedia.org/wiki/Stanton_J._Peale
Alex Filippenko,Hyron Spinrad,https://en.wikipedia.org/wiki/Hyron_Spinrad
Bernd T. Matthias,Paul Scherrer,https://en.wikipedia.org/wiki/Paul_Scherrer
Bernd T. Matthias,Arthur R. von Hippel,https://en.wikipedia.org/wiki/Arthur_R._von_Hippel
Dorothy Hodgkin,John Desmond Bernal,https://en.wikipedia.org/wiki/John_Desmond_Bernal
Robert Osserman,Lars Ahlfors,https://en.wikipedia.org/wiki/Lars_Ahlfors
Charles Joel Stone,Samuel Karlin,https://en.wikipedia.org/wiki/Samuel_Karlin
Ivan Cherednik,Yuri Manin,https://en.wikipedia.org/wiki/Yuri_Manin
Patrick Blackett,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Peter Griess,Hermann Kolbe,https://en.wikipedia.org/wiki/Hermann_Kolbe
Peter Griess,August Wilhelm von Hofmann,https://en.wikipedia.org/wiki/August_Wilhelm_von_Hofmann
Maria Adelaide Sneider,Gaetano Fichera,https://en.wikipedia.org/wiki/Gaetano_Fichera
Gopinath Kallianpur,Herbert Robbins,https://en.wikipedia.org/wiki/Herbert_Robbins
Paco Lagerstrom,Salomon Bochner,https://en.wikipedia.org/wiki/Salomon_Bochner
Alexei Skorobogatov,Yuri Manin,https://en.wikipedia.org/wiki/Yuri_Manin
Alexander Oppenheim,L.E. Dickson,https://en.wikipedia.org/wiki/Leonard_Eugene_Dickson
Michael N. G. James,Dorothy Hodgkin,https://en.wikipedia.org/wiki/Dorothy_Hodgkin
Bert Sutherland,Claude Shannon,https://en.wikipedia.org/wiki/Claude_Shannon
Luboš Motl,Tom Banks,https://en.wikipedia.org/wiki/Tom_Banks_(physicist)
Robert Fogel,Simon Kuznets,https://en.wikipedia.org/wiki/Simon_Kuznets
Robert Fogel,Evsey Domar,https://en.wikipedia.org/wiki/Evsey_Domar
Robert Fogel,Abba Lerner,https://en.wikipedia.org/wiki/Abba_Lerner
Robert Fogel,Fritz Machlup,https://en.wikipedia.org/wiki/Fritz_Machlup
William Andrew Goddard III,Pol Duwez,https://en.wikipedia.org/wiki/Pol_Duwez
Larry A. Wasserman,Robert Tibshirani,https://en.wikipedia.org/wiki/Robert_Tibshirani
L. E. J. Brouwer,Diederik Korteweg,https://en.wikipedia.org/wiki/Diederik_Korteweg
Ben Green (mathematician),Timothy Gowers,https://en.wikipedia.org/wiki/Timothy_Gowers
Vladimir Markov (mathematician),Pafnuty Chebyshev,https://en.wikipedia.org/wiki/Pafnuty_Chebyshev
Harold Davenport,John Edensor Littlewood,https://en.wikipedia.org/wiki/John_Edensor_Littlewood
Yves Colin de Verdière,Marcel Berger,https://en.wikipedia.org/wiki/Marcel_Berger
Élie Cartan,Gaston Darboux,https://en.wikipedia.org/wiki/Gaston_Darboux
Élie Cartan,Sophus Lie,https://en.wikipedia.org/wiki/Sophus_Lie
Daniel Spielman,Michael Sipser,https://en.wikipedia.org/wiki/Michael_Sipser
Nancy Hingston,Raoul Bott,https://en.wikipedia.org/wiki/Raoul_Bott
John Zeleny,Henry T. Eddy,https://en.wikipedia.org/w/index.php?title=Henry_T._Eddy&action=edit&redlink=1
John Zeleny,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
Friedrich Bopp,Fritz Sauter,https://en.wikipedia.org/wiki/Fritz_Sauter
Arend Heyting,L. E. J. Brouwer,https://en.wikipedia.org/wiki/Luitzen_Egbertus_Jan_Brouwer
Silvio Micali,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Hans J. Reiter,Szolem Mandelbrojt,https://en.wikipedia.org/wiki/Szolem_Mandelbrojt
Carl K. Seyfert,Harlow Shapley,https://en.wikipedia.org/wiki/Harlow_Shapley
Beno Eckmann,Heinz Hopf,https://en.wikipedia.org/wiki/Heinz_Hopf
Hendrik Lorentz,Pieter Rijke,https://en.wikipedia.org/wiki/Pieter_Rijke
Paul Taunton Matthews,Nicholas Kemmer,https://en.wikipedia.org/wiki/Nicholas_Kemmer
Richard E. Caves,Gottfried Haberler,https://en.wikipedia.org/wiki/Gottfried_Haberler
Alan Lidiard,Charles Coulson,https://en.wikipedia.org/wiki/Charles_Coulson
Alan Lidiard,Friedrich Seitz,https://en.wikipedia.org/wiki/Friedrich_Seitz
Alan Lidiard,Charles Kittel,https://en.wikipedia.org/wiki/Charles_Kittel
Arthur Williams Wright,Hubert Newton,https://en.wikipedia.org/wiki/Hubert_Newton
Arthur Williams Wright,Robert Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
Arthur Williams Wright,Gustav Kirchhoff,https://en.wikipedia.org/wiki/Gustav_Kirchhoff
Arthur Williams Wright,Heinrich Magnus,https://en.wikipedia.org/wiki/Heinrich_Magnus
Arthur Williams Wright,August von Hofmann,https://en.wikipedia.org/wiki/August_von_Hofmann
Surindar Kumar Trehan,Subrahmanyan Chandrasekhar,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar
Craig Huneke,Nathan Jacobson,https://en.wikipedia.org/wiki/Nathan_Jacobson
Craig Huneke,David Eisenbud,https://en.wikipedia.org/wiki/David_Eisenbud
Alan Baker (mathematician),Harold Davenport,https://en.wikipedia.org/wiki/Harold_Davenport
Gerardus J. Sizoo,Wander Johannes de Haas,https://en.wikipedia.org/wiki/Wander_Johannes_de_Haas
David Lewis (philosopher),Willard Van Orman Quine,https://en.wikipedia.org/wiki/Willard_Van_Orman_Quine
David Lewis (philosopher),Donald Cary Williams,https://en.wikipedia.org/wiki/Donald_Cary_Williams
David Lewis (philosopher),Iris Murdoch,https://en.wikipedia.org/wiki/Iris_Murdoch
Michael Maschler,Stefan Bergman,https://en.wikipedia.org/wiki/Stefan_Bergman
Michael Maschler,Michael Fekete,https://en.wikipedia.org/wiki/Michael_Fekete
Dale T. Mortensen,Michael C. Lovell,https://en.wikipedia.org/wiki/Michael_C._Lovell
Srinivasa Ramanujan,G. H. Hardy,https://en.wikipedia.org/wiki/G._H._Hardy
Srinivasa Ramanujan,J. E. Littlewood,https://en.wikipedia.org/wiki/John_Edensor_Littlewood
Eduard Rüchardt,Wilhelm Wien,https://en.wikipedia.org/wiki/Wilhelm_Wien
M. J. Seaton,David Bates,https://en.wikipedia.org/wiki/David_Bates_(physicist)
Marvin Farber,Edmund Husserl,https://en.wikipedia.org/wiki/Edmund_Husserl
Marvin Farber,Martin Heidegger,https://en.wikipedia.org/wiki/Martin_Heidegger
Marvin Farber,Heinrich Rickert,https://en.wikipedia.org/wiki/Heinrich_Rickert
Marvin Farber,Ernst Zermelo,https://en.wikipedia.org/wiki/Ernst_Zermelo
Johannes Thiele (chemist),Jacob Volhard,https://en.wikipedia.org/wiki/Jacob_Volhard
Nick Katz,Bernard Dwork,https://en.wikipedia.org/wiki/Bernard_Dwork
Kurt Lewin,Carl Stumpf,https://en.wikipedia.org/wiki/Carl_Stumpf
John Myhill,Willard Van Orman Quine,https://en.wikipedia.org/wiki/Willard_Van_Orman_Quine
John Myhill,Lynn Harold Loomis,https://en.wikipedia.org/wiki/Lynn_Harold_Loomis
Herbert Keller,Wilhelm Magnus,https://en.wikipedia.org/wiki/Wilhelm_Magnus
Herbert Keller,Joseph Keller,https://en.wikipedia.org/wiki/Joseph_Keller
Andrea R. Nahmod,Ronald Coifman,https://en.wikipedia.org/wiki/Ronald_Coifman
Anne Barbara Underhill,Subrahmanyan Chandrasekhar,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar
Edward George Effros,George Mackey,https://en.wikipedia.org/wiki/George_Mackey
Matthew T. Mason,Tomás Lozano-Pérez,https://en.wikipedia.org/wiki/Tom%C3%A1s_Lozano-P%C3%A9rez
Matthew T. Mason,Berthold K.P. Horn,https://en.wikipedia.org/wiki/Berthold_K.P._Horn
Lennox Superville,Alan Jerome Hoffman,https://en.wikipedia.org/wiki/Alan_Jerome_Hoffman
Myriam Sarachik,Richard Garwin,https://en.wikipedia.org/wiki/Richard_Garwin
Endre Szemerédi,Israel Gelfand,https://en.wikipedia.org/wiki/Israel_Gelfand
Ronald Brown (mathematician),J. H. C. Whitehead,https://en.wikipedia.org/wiki/J._H._C._Whitehead
Yuval Flicker,Alan Baker,https://en.wikipedia.org/wiki/Alan_Baker_(mathematician)
Wolfgang Doeblin,Paul Lévy,https://en.wikipedia.org/wiki/Paul_L%C3%A9vy_(mathematician)
Wolfgang Doeblin,Maurice René Fréchet,https://en.wikipedia.org/wiki/Maurice_Ren%C3%A9_Fr%C3%A9chet
Hugh Lowell Montgomery,Harold Davenport,https://en.wikipedia.org/wiki/Harold_Davenport
Ferdinand Tiemann,August Wilhelm von Hofmann,https://en.wikipedia.org/wiki/August_Wilhelm_von_Hofmann
Israel Gelfand,Andrey Kolmogorov,https://en.wikipedia.org/wiki/Andrey_Kolmogorov
Rafi Muhammad Chaudhry,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
John Westcott,Colin Cherry,https://en.wikipedia.org/wiki/Colin_Cherry
Li Fang-Kuei,Edward Sapir,https://en.wikipedia.org/wiki/Edward_Sapir
Rudolf Peierls,Werner Heisenberg,https://en.wikipedia.org/wiki/Werner_Heisenberg
Rudolf Peierls,Wolfgang Pauli,https://en.wikipedia.org/wiki/Wolfgang_Pauli
John Horton Conway,Harold Davenport,https://en.wikipedia.org/wiki/Harold_Davenport
Andrew Wiles,John Coates,https://en.wikipedia.org/wiki/John_Coates_(mathematician)
Tadeusz Ważewski,Stanisław Zaremba,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Zaremba_(mathematician)
César Camacho,Stephen Smale,https://en.wikipedia.org/wiki/Stephen_Smale
Roman Bezrukavnikov,Joseph Bernstein,https://en.wikipedia.org/wiki/Joseph_Bernstein
Vitali Milman,Boris Levin,https://en.wikipedia.org/wiki/Boris_Levin
Shanti Swaroop Bhatnagar,Frederick G. Donnan,https://en.wikipedia.org/wiki/Frederick_G._Donnan
Shanti Swaroop Bhatnagar,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Boyan Jovanovic,Robert Lucas Jr.,https://en.wikipedia.org/wiki/Robert_Lucas_Jr.
Christiaan Huygens,Frans van Schooten,https://en.wikipedia.org/wiki/Frans_van_Schooten
Allen Hatcher,Hans Samelson,https://en.wikipedia.org/wiki/Hans_Samelson
Chikako Mese,Richard Schoen,https://en.wikipedia.org/wiki/Richard_Schoen
Nicholas Wolterstorff,Donald Cary Williams,https://en.wikipedia.org/wiki/Donald_Cary_Williams
Sunney Chan,William Dulaney Gwinn,https://en.wikipedia.org/w/index.php?title=William_Dulaney_Gwinn&action=edit&redlink=1
Sunney Chan,Norman Foster Ramsey Jr.,https://en.wikipedia.org/wiki/Norman_Foster_Ramsey_Jr.
Aleksei Parshin,Igor Shafarevich,https://en.wikipedia.org/wiki/Igor_Shafarevich
Howard H. Aiken,Emory Leon Chaffee,https://en.wikipedia.org/wiki/Emory_Leon_Chaffee
Joel Spencer,Andrew Gleason,https://en.wikipedia.org/wiki/Andrew_Gleason
Lev Pontryagin,Pavel Alexandrov,https://en.wikipedia.org/wiki/Pavel_Alexandrov
Willard Van Orman Quine,Alfred North Whitehead,https://en.wikipedia.org/wiki/Alfred_North_Whitehead
Willard Van Orman Quine,C. I. Lewis,https://en.wikipedia.org/wiki/Clarence_Irving_Lewis
Steven Kleiman,Oscar Zariski,https://en.wikipedia.org/wiki/Oscar_Zariski
Marina Ratner,Yakov Sinai,https://en.wikipedia.org/wiki/Yakov_Sinai
Rahul Pandharipande,Joe Harris,https://en.wikipedia.org/wiki/Joe_Harris_(mathematician)
Nancy Reid,Rupert G. Miller Jr.,https://en.wikipedia.org/wiki/Rupert_G._Miller
Peter Karp (scientist),Edward Feigenbaum,https://en.wikipedia.org/wiki/Edward_Feigenbaum
Peter Karp (scientist),Charles Yanofsky,https://en.wikipedia.org/wiki/Charles_Yanofsky
Cyril Norman Hinshelwood,Harold Hartley,https://en.wikipedia.org/wiki/Harold_B._Hartley
Eva Bayer-Fluckiger,Michel Kervaire,https://en.wikipedia.org/wiki/Michel_Kervaire
Jnan Chandra Ghosh,Prafulla Chandra Ray,https://en.wikipedia.org/wiki/Prafulla_Chandra_Ray
James J. Stoker,Heinz Hopf,https://en.wikipedia.org/wiki/Heinz_Hopf
James J. Stoker,George Pólya,https://en.wikipedia.org/wiki/George_P%C3%B3lya
Peter Alan Sweet,Fred Hoyle,https://en.wikipedia.org/wiki/Fred_Hoyle
Peter West (physicist),Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam
Jun S. Liu,Wing Hung Wong,https://en.wikipedia.org/wiki/Wing_Hung_Wong
Jun S. Liu,Augustine Kong,https://en.wikipedia.org/wiki/Augustine_Kong
William Linvill,Ernst Guillemin,https://en.wikipedia.org/wiki/Ernst_Guillemin
Harold Silverstone,Alexander Aitken,https://en.wikipedia.org/wiki/Alexander_Aitken
Gerard Salton,Howard Aiken,https://en.wikipedia.org/wiki/Howard_Aiken
Rafail Ostrovsky,Silvio Micali,https://en.wikipedia.org/wiki/Silvio_Micali
George Alfred Barnard,Alonzo Church,https://en.wikipedia.org/wiki/Alonzo_Church
James Wiegold,Bernhard Neumann,https://en.wikipedia.org/wiki/Bernhard_Neumann
Richard Duffin,Harold Mott-Smith,https://en.wikipedia.org/w/index.php?title=Harold_Mott-Smith&action=edit&redlink=1
Richard Duffin,David Bourgin,https://en.wikipedia.org/w/index.php?title=David_Bourgin&action=edit&redlink=1
John Geanakoplos,Kenneth Arrow,https://en.wikipedia.org/wiki/Kenneth_Arrow
Anders Johan Lexell,Jakob Gadolin,https://en.wikipedia.org/wiki/Jakob_Gadolin
Arthur Schuster,Wilhelm Eduard Weber,https://en.wikipedia.org/wiki/Wilhelm_Eduard_Weber
Aleksandra Slavković,Stephen Fienberg,https://en.wikipedia.org/wiki/Stephen_Fienberg
Asoke Nath Mitra,R. C. Majumdar,https://en.wikipedia.org/wiki/Ramesh_Chandra_Majumdar_(physicist)
Asoke Nath Mitra,Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe
Philipp Lenard,R. Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
Philipp Lenard,G. H. Quincke,https://en.wikipedia.org/wiki/Georg_Hermann_Quincke
Freddy Cachazo,Cumrun Vafa,https://en.wikipedia.org/wiki/Cumrun_Vafa
Irving Kaplansky,Saunders Mac Lane,https://en.wikipedia.org/wiki/Saunders_Mac_Lane
E. J. Bowen,Harold Brewer Hartley,https://en.wikipedia.org/wiki/Harold_Brewer_Hartley
Frederick Seitz,Eugene Wigner,https://en.wikipedia.org/wiki/Eugene_Wigner
Karl Wilhelm Gottlob Kastner,Johann Friedrich August Gottling,https://en.wikipedia.org/wiki/Johann_Friedrich_August_Gottling
Charles Oatley,Edward Victor Appleton,https://en.wikipedia.org/wiki/Edward_Victor_Appleton
Frank Knight,Allyn A. Young,https://en.wikipedia.org/wiki/Allyn_A._Young
Frank Knight,Alvin S. Johnson,https://en.wikipedia.org/wiki/Alvin_S._Johnson
Aleksandr Lyapunov,Pafnuty Chebyshev,https://en.wikipedia.org/wiki/Pafnuty_Chebyshev
John Maddox,Charles Coulson,https://en.wikipedia.org/wiki/Charles_Coulson
Karl Herzfeld,Friedrich Hasenöhrl,https://en.wikipedia.org/wiki/Friedrich_Hasen%C3%B6hrl
Dorwin Cartwright,Kurt Lewin,https://en.wikipedia.org/wiki/Kurt_Lewin
Dorwin Cartwright,Edwin Boring,https://en.wikipedia.org/wiki/Edwin_Boring
Jaegwon Kim,Carl Gustav Hempel,https://en.wikipedia.org/wiki/Carl_Gustav_Hempel
Bianca Viray,Bjorn Poonen,https://en.wikipedia.org/wiki/Bjorn_Poonen
Ajit Singh (economist),Dale W. Jorgenson,https://en.wikipedia.org/wiki/Dale_W._Jorgenson
Jack Goldman,Frederick Seitz,https://en.wikipedia.org/wiki/Frederick_Seitz
Ofer Lahav,George Efstathiou,https://en.wikipedia.org/wiki/George_Efstathiou
Ofer Lahav,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Ofer Lahav,Donald Lynden-Bell,https://en.wikipedia.org/wiki/Donald_Lynden-Bell
Ofer Lahav,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Ofer Lahav,Jacob Bekenstein,https://en.wikipedia.org/wiki/Jacob_Bekenstein
Maurice Pryce,Max Born,https://en.wikipedia.org/wiki/Max_Born
Maurice Pryce,Ralph Fowler,https://en.wikipedia.org/wiki/Ralph_Fowler
John C. Mitchell,Albert R. Meyer,https://en.wikipedia.org/wiki/Albert_R._Meyer
David Kinley,Richard T. Ely,https://en.wikipedia.org/wiki/Richard_T._Ely
Roger Heath-Brown,Alan Baker,https://en.wikipedia.org/wiki/Alan_Baker_(mathematician)
Karl Stein (mathematician),Heinrich Behnke,https://en.wikipedia.org/wiki/Heinrich_Behnke
Gigliola Staffilani,Carlos Kenig,https://en.wikipedia.org/wiki/Carlos_Kenig
Andrey Yershov,Alexey Lyapunov,https://en.wikipedia.org/wiki/Alexey_Lyapunov
Ted Harris (mathematician),Samuel S. Wilks,https://en.wikipedia.org/wiki/Samuel_S._Wilks
Kevin Warwick,John Hugh Westcott,https://en.wikipedia.org/wiki/John_Westcott
Guillaume Rondelet,Johann Winter von Andernach,https://en.wikipedia.org/wiki/Johann_Winter_von_Andernach
Carl Harries,Ferdinand Tiemann,https://en.wikipedia.org/wiki/Ferdinand_Tiemann
Stefan E. Warschawski,Alexander Ostrowski,https://en.wikipedia.org/wiki/Alexander_Ostrowski
David Corfield,Donald A. Gillies,https://en.wikipedia.org/wiki/Donald_A._Gillies
Themistocles M. Rassias,Stephen Smale,https://en.wikipedia.org/wiki/Stephen_Smale
Amer Iqbal,Barton Zwiebach,https://en.wikipedia.org/wiki/Barton_Zwiebach
George W. Whitehead,Norman Steenrod,https://en.wikipedia.org/wiki/Norman_Steenrod
Abe Sklar,Tom M. Apostol,https://en.wikipedia.org/wiki/Tom_M._Apostol
Alexandre Kirillov,Israel Gelfand,https://en.wikipedia.org/wiki/Israel_Gelfand
David Avis,Václav Chvátal,https://en.wikipedia.org/wiki/V%C3%A1clav_Chv%C3%A1tal
Mir Maswood Ali,Donald A. S. Fraser,https://en.wikipedia.org/wiki/Donald_A._S._Fraser
Otto Frostman,Marcel Riesz,https://en.wikipedia.org/wiki/Marcel_Riesz
George Karreman,Nicolas Rashevsky,https://en.wikipedia.org/wiki/Nicolas_Rashevsky
George Karreman,Hendrik Anthony Kramers,https://en.wikipedia.org/wiki/Hendrik_Anthony_Kramers
Kumpati S. Narendra,Philippe Le Corbeiller,https://en.wikipedia.org/wiki/Philippe_Le_Corbeiller
Susan R. Wilson,P.A.P. Moran,https://en.wikipedia.org/wiki/P.A.P._Moran
Bui Tuong Phong,Ivan Sutherland,https://en.wikipedia.org/wiki/Ivan_Sutherland
Norman Johnson (mathematician),H. S. M. Coxeter,https://en.wikipedia.org/wiki/H._S._M._Coxeter
Mikhail Lomonosov,Christian Wolff,https://en.wikipedia.org/wiki/Christian_Wolff_(philosopher)
Karl Ferdinand Braun,A. Kundt,https://en.wikipedia.org/wiki/August_Kundt
Karl Ferdinand Braun,G. H. Quincke,https://en.wikipedia.org/wiki/Georg_Hermann_Quincke
Lars Gårding,Marcel Riesz,https://en.wikipedia.org/wiki/Marcel_Riesz
Greta M. Ljung,George E. P. Box,https://en.wikipedia.org/wiki/George_E._P._Box
Pavel Grinfeld,Gilbert Strang,https://en.wikipedia.org/wiki/Gilbert_Strang
Lawrence John Hall,Howard Georgi,https://en.wikipedia.org/wiki/Howard_Georgi
Nigel Weiss,Edward Bullard,https://en.wikipedia.org/wiki/Edward_Bullard
Thomas F. Cooley,Edward C. Prescott,https://en.wikipedia.org/wiki/Edward_C._Prescott
Georg Erhard Hamberger,Johann Adolph Wedel,https://en.wikipedia.org/wiki/Johann_Adolph_Wedel
Richard Borcherds,John Horton Conway,https://en.wikipedia.org/wiki/John_Horton_Conway
Richard Kerner,Yvonne Choquet-Bruhat,https://en.wikipedia.org/wiki/Yvonne_Choquet-Bruhat
Richard Kerner,André Lichnerowicz,https://en.wikipedia.org/wiki/Andr%C3%A9_Lichnerowicz
Hermann Kolbe,Robert Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
Hermann Kolbe,Friedrich Wöhler,https://en.wikipedia.org/wiki/Friedrich_W%C3%B6hler
Jacob Palis,Stephen Smale,https://en.wikipedia.org/wiki/Stephen_Smale
Louis Lliboutry,Louis Néel,https://en.wikipedia.org/wiki/Louis_N%C3%A9el
Robert L. Forward,Joseph Weber,https://en.wikipedia.org/wiki/Joseph_Weber
Robert L. Forward,David Mandeen Zipoy,https://en.wikipedia.org/w/index.php?title=David_Mandeen_Zipoy&action=edit&redlink=1
Emily A. Carter,William Andrew Goddard III,https://en.wikipedia.org/wiki/William_Andrew_Goddard_III
M. Ram Murty,Harold Stark,https://en.wikipedia.org/wiki/Harold_Stark
M. Ram Murty,Dorian M. Goldfeld,https://en.wikipedia.org/wiki/Dorian_M._Goldfeld
Edward C. Prescott,Michael C. Lovell,https://en.wikipedia.org/wiki/Michael_C._Lovell
Spencer Bloch,Steven Kleiman,https://en.wikipedia.org/wiki/Steven_Kleiman
Roald Hoffmann,"William N. Lipscomb, Jr.",https://en.wikipedia.org/wiki/William_Lipscomb
Roald Hoffmann,Martin Gouterman,https://en.wikipedia.org/wiki/Martin_Gouterman
Vladimir Ipatieff,Alexei Yevgrafovich Favorskii,https://en.wikipedia.org/wiki/Alexei_Yevgrafovich_Favorskii
Lowell S. Brown,Julian Schwinger,https://en.wikipedia.org/wiki/Julian_Schwinger
John Skehel,Alan Eddy,https://en.wikipedia.org/wiki/Alan_Eddy
Harold Urey,Gilbert N. Lewis,https://en.wikipedia.org/wiki/Gilbert_N._Lewis
Hermann von Helmholtz,Johannes Peter Müller,https://en.wikipedia.org/wiki/Johannes_Peter_M%C3%BCller
Charles Herty,Ira Remsen,https://en.wikipedia.org/wiki/Ira_Remsen
Mikhail Zelikin,Lev S. Pontryagin,https://en.wikipedia.org/wiki/Lev_Pontryagin
Edward Alsworth Ross,Richard T. Ely,https://en.wikipedia.org/wiki/Richard_T._Ely
Fred Brooks,Howard H. Aiken,https://en.wikipedia.org/wiki/Howard_H._Aiken
Charles F. Manski,Franklin M. Fisher,https://en.wikipedia.org/wiki/Franklin_M._Fisher
Karl Ewald Hasse,Ernst Heinrich Weber,https://en.wikipedia.org/wiki/Ernst_Heinrich_Weber
Mark Henry Hansen,Charles Joel Stone,https://en.wikipedia.org/wiki/Charles_Joel_Stone
Carl Gustav Hempel,Hans Reichenbach,https://en.wikipedia.org/wiki/Hans_Reichenbach
