Nome,advisor,link_adv
Brian D. Ripley,David George Kendall,https://en.wikipedia.org/wiki/David_George_Kendall
Michel Talagrand,Gustave Choquet,https://en.wikipedia.org/wiki/Gustave_Choquet
Tianxi Cai,Lee-Jen Wei,https://en.wikipedia.org/wiki/Lee-Jen_Wei
Mark Liberman,Morris Halle,https://en.wikipedia.org/wiki/Morris_Halle
Pietro Pomponazzi,Nicoletto Vernia,https://en.wikipedia.org/wiki/Nicoletto_Vernia
Icie Hoobler,Lafayette Mendel,https://en.wikipedia.org/wiki/Lafayette_Mendel
René Schoof,Hendrik W. Lenstra Jr.,https://en.wikipedia.org/wiki/Hendrik_W._Lenstra_Jr.
Gregory Fu,David A. Evans,https://en.wikipedia.org/wiki/David_A._Evans
Gregory Fu,K. Barry Sharpless,https://en.wikipedia.org/wiki/K._Barry_Sharpless
Gregory Fu,Robert H. Grubbs,https://en.wikipedia.org/wiki/Robert_H._Grubbs
H. G. Wells,Thomas Henry Huxley,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley
Harry Mairson,Jeffrey Ullman,https://en.wikipedia.org/wiki/Jeffrey_Ullman
Ian S. E. Carmichael,George P. L. Walker,https://en.wikipedia.org/wiki/George_P._L._Walker
Erica Field,Henry Farber,https://en.wikipedia.org/wiki/Henry_Farber
Erica Field,Anne Case,https://en.wikipedia.org/wiki/Anne_Case
David Barford,Louise Johnson,https://en.wikipedia.org/wiki/Louise_Johnson
Alvin E. Roth,Robert B. Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
Laura DeMarco,Curtis McMullen,https://en.wikipedia.org/wiki/Curtis_McMullen
Andrea Frome,Jitendra Malik,https://en.wikipedia.org/wiki/Jitendra_Malik
Theodore Cohen (chemist),Jerome A. Berson,https://en.wikipedia.org/wiki/Jerome_A._Berson
Ken Ribet,John Tate,https://en.wikipedia.org/wiki/John_Tate_(mathematician)
Claude d'Aspremont Lynden,Robert B. Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
George Büchi,Leopold Ružička,https://en.wikipedia.org/wiki/Leopold_Ru%C5%BEi%C4%8Dka
John N. Mather,John Milnor,https://en.wikipedia.org/wiki/John_Milnor
Eddie Abel,Michael F. Lappert,https://en.wikipedia.org/wiki/Michael_F._Lappert
Samir Khuller,Vijay Vazirani,https://en.wikipedia.org/wiki/Vijay_Vazirani
Marta Dark McNeese,Michael Stephen Feld,https://en.wikipedia.org/wiki/Michael_Stephen_Feld
Marta Dark McNeese,Bascom S. Deaver,https://en.wikipedia.org/wiki/Bascom_S._Deaver
Marta Dark McNeese,Lou Bloomfield,https://en.wikipedia.org/wiki/Lou_Bloomfield
Paritosh Pandya,Mathai Joseph,https://en.wikipedia.org/wiki/Mathai_Joseph
Donald John Roberts,Hugo F. Sonnenschein,https://en.wikipedia.org/wiki/Hugo_F._Sonnenschein
John E. McMurry,Gilbert Stork,https://en.wikipedia.org/wiki/Gilbert_Stork
Jean-Marie Lehn,Guy Ourisson,https://en.wikipedia.org/wiki/Guy_Ourisson
Curt Meyer,Helmut Hasse,https://en.wikipedia.org/wiki/Helmut_Hasse
Don Norman,R. Duncan Luce,https://en.wikipedia.org/wiki/R._Duncan_Luce
Peter Norvig,Robert Wilensky,https://en.wikipedia.org/wiki/Robert_Wilensky
Richard J. Puddephatt,Alwyn G. Davies,https://en.wikipedia.org/wiki/Alwyn_Davies
Richard J. Puddephatt,Robin J. H. Clark,https://en.wikipedia.org/wiki/Robin_Clark_(chemist)
William Daniel Phillips,Daniel Kleppner,https://en.wikipedia.org/wiki/Daniel_Kleppner
Krysta Svore,Al Aho,https://en.wikipedia.org/wiki/Al_Aho
Krysta Svore,Joseph F. Traub,https://en.wikipedia.org/wiki/Joseph_F._Traub
Yael Moses,Shimon Ullman,https://en.wikipedia.org/wiki/Shimon_Ullman
Christoph Bock,Thomas Lengauer,https://en.wikipedia.org/wiki/Thomas_Lengauer
Robert Gibbons (economist),Robert B. Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
Robert Gibbons (economist),David M. Kreps,https://en.wikipedia.org/wiki/David_M._Kreps
Thomas H. Brylawski,Gian-Carlo Rota,https://en.wikipedia.org/wiki/Gian-Carlo_Rota
Purnima Sinha,Satyendra Nath Bose,https://en.wikipedia.org/wiki/Satyendra_Nath_Bose
S. Rao Kosaraju,Hisao Yamada,https://en.wikipedia.org/wiki/Hisao_Yamada
Merle Battiste,Ronald Breslow,https://en.wikipedia.org/wiki/Ronald_Breslow
Harald Uhlig,Christopher A. Sims,https://en.wikipedia.org/wiki/Christopher_A._Sims
Lori Passmore,David Barford,https://en.wikipedia.org/wiki/David_Barford
Lori Passmore,Venki Ramakrishnan,https://en.wikipedia.org/wiki/Venki_Ramakrishnan
Lori Passmore,Richard Henderson,https://en.wikipedia.org/wiki/Richard_Henderson_(biologist)
Canan Dağdeviren,John A. Rogers,https://en.wikipedia.org/wiki/John_A._Rogers
Canan Dağdeviren,Robert S. Langer,https://en.wikipedia.org/wiki/Robert_S._Langer
Canan Dağdeviren,Robert S. Langer,https://en.wikipedia.org/wiki/Robert_S._Langer
Kazuya Kato,Yasutaka Ihara,https://en.wikipedia.org/wiki/Yasutaka_Ihara
Robert Abeles,Frank Westheimer,https://en.wikipedia.org/wiki/Frank_Westheimer
Beatrice M. Sweeney,Kenneth V. Thimann,https://en.wikipedia.org/wiki/Kenneth_V._Thimann
Carl Porter Duncan,Harold Schlosberg,https://en.wikipedia.org/wiki/Harold_Schlosberg
Samuel M. McElvain,Roger Adams,https://en.wikipedia.org/wiki/Roger_Adams
David E. Pritchard,Daniel Kleppner,https://en.wikipedia.org/wiki/Daniel_Kleppner
Tatiana Toro,Leon Simon,https://en.wikipedia.org/wiki/Leon_Simon
Andrea Sella,Malcolm Green,https://en.wikipedia.org/wiki/Malcolm_Green_(chemist)
Shlomo Zilberstein,Stuart J. Russell,https://en.wikipedia.org/wiki/Stuart_J._Russell
Benjamin Golub,Matthew O. Jackson,https://en.wikipedia.org/wiki/Matthew_O._Jackson
Benjamin Golub,Andrzej Skrzypacz,https://en.wikipedia.org/w/index.php?title=Andrzej_Skrzypacz&action=edit&redlink=1
Benjamin Golub,Robert B. Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
Varinder Aggarwal,Stuart Warren,https://en.wikipedia.org/wiki/Stuart_Warren
Peter Cramton,Robert Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
Jennifer L. Martin,Louise Johnson,https://en.wikipedia.org/wiki/Louise_Johnson
P. N. Shankar,Frank E. Marble,https://en.wikipedia.org/wiki/Frank_E._Marble
Andreas Pfaltz,Albert Eschenmoser,https://en.wikipedia.org/wiki/Albert_Eschenmoser
Nassif Ghoussoub,Gustave Choquet,https://en.wikipedia.org/wiki/Gustave_Choquet
Nassif Ghoussoub,Antoine Brunel,https://en.wikipedia.org/wiki/Antoine_Brunel
Bascom S. Deaver,William M. Fairbank,https://en.wikipedia.org/wiki/William_M._Fairbank
Herbert Edelsbrunner,Hermann Maurer,https://en.wikipedia.org/wiki/Hermann_Maurer
Steven Skiena,Herbert Edelsbrunner,https://en.wikipedia.org/wiki/Herbert_Edelsbrunner
Ryōji Noyori,Hitoshi Nozaki,https://en.wikipedia.org/wiki/Hitoshi_Nozaki
Ryōji Noyori,Elias J. Corey,https://en.wikipedia.org/wiki/Elias_J._Corey
Vittore Trincavelli,Pietro Pomponazzi,https://en.wikipedia.org/wiki/Pietro_Pomponazzi
Eric Allin Cornell,David E. Pritchard,https://en.wikipedia.org/wiki/David_E._Pritchard
Luigi Ambrosio,Ennio De Giorgi,https://en.wikipedia.org/wiki/Ennio_De_Giorgi
Vladimir Smirnov (mathematician),Vladimir Steklov,https://en.wikipedia.org/wiki/Vladimir_Steklov_(mathematician)
Kendall Houk,Robert Burns Woodward,https://en.wikipedia.org/wiki/Robert_Burns_Woodward
Alasdair Cochrane,Cécile Fabre,https://en.wikipedia.org/wiki/C%C3%A9cile_Fabre
Chris Frith,Hans Eysenck,https://en.wikipedia.org/wiki/Hans_Eysenck
Abigail Sellen,Don Norman,https://en.wikipedia.org/wiki/Don_Norman
Robert T. Orr,Joseph Grinnell,https://en.wikipedia.org/wiki/Joseph_Grinnell
Anna Karlin,Jeffrey Ullman,https://en.wikipedia.org/wiki/Jeffrey_Ullman
Paul Douglas,Edwin Robert Anderson Seligman,https://en.wikipedia.org/wiki/Edwin_Robert_Anderson_Seligman
Friedrich Tiedemann,Johann Wilhelm Christian Brühl,https://en.wikipedia.org/w/index.php?title=Johann_Wilhelm_Christian_Br%C3%BChl&action=edit&redlink=1
Friedrich Tiedemann,Conrad Moench,https://en.wikipedia.org/wiki/Conrad_Moench
Friedrich Tiedemann,Georg Wilhelm Stein,https://en.wikipedia.org/w/index.php?title=Georg_Wilhelm_Stein&action=edit&redlink=1
Friedrich Tiedemann,Adalbert Friedrich Marcus,https://en.wikipedia.org/w/index.php?title=Adalbert_Friedrich_Marcus&action=edit&redlink=1
Friedrich Tiedemann,Carl Caspar von Siebold,https://en.wikipedia.org/wiki/Carl_Caspar_von_Siebold
Friedrich Tiedemann,Franz Kaspar Hesselbach,https://en.wikipedia.org/wiki/Franz_Kaspar_Hesselbach
Friedrich Tiedemann,Georges Cuvier,https://en.wikipedia.org/wiki/Georges_Cuvier
George Vernadsky,Heinrich Rickert,https://en.wikipedia.org/wiki/Heinrich_Rickert
George Vernadsky,Vasily Klyuchevsky,https://en.wikipedia.org/wiki/Vasily_Klyuchevsky
George Vernadsky,Robert Vipper,https://en.wikipedia.org/wiki/Robert_Vipper
Jens Ludwig (economist),Philip J. Cook,https://en.wikipedia.org/wiki/Philip_J._Cook
Charles Guignon,Hubert Dreyfus,https://en.wikipedia.org/wiki/Hubert_Dreyfus
Charles Guignon,Hans-Georg Gadamer,https://en.wikipedia.org/wiki/Hans-Georg_Gadamer
Gregory S. Girolami,Richard A. Andersen,https://en.wikipedia.org/wiki/Richard_A._Andersen_(chemist)
Gregory S. Girolami,Geoffrey Wilkinson,https://en.wikipedia.org/wiki/Geoffrey_Wilkinson
Roy A. Periana,Robert G. Bergman,https://en.wikipedia.org/wiki/Robert_G._Bergman
Richard Goldschmidt,Otto Bütschli,https://en.wikipedia.org/wiki/Otto_B%C3%BCtschli
Federico Ardila,Richard P. Stanley,https://en.wikipedia.org/wiki/Richard_P._Stanley
Kenneth S. Suslick,James P. Collman,https://en.wikipedia.org/wiki/James_P._Collman
Kenneth S. Suslick,John I. Brauman,https://en.wikipedia.org/wiki/John_I._Brauman
Gila Sher,Charles Parsons,https://en.wikipedia.org/wiki/Charles_Parsons_(philosopher)
Jon A. Wellner,Galen Shorack,https://en.wikipedia.org/wiki/Galen_Shorack
Paul Heinrich von Groth,Heinrich Gustav Magnus,https://en.wikipedia.org/wiki/Heinrich_Gustav_Magnus
Paul Heinrich von Groth,Gustav Rose,https://en.wikipedia.org/wiki/Gustav_Rose
Mark S. Ghiorso,Ian Carmichael,https://en.wikipedia.org/wiki/Ian_S._E._Carmichael
Gottlieb Jakob Planck,Jeremias Friedrich Reuß,https://en.wikipedia.org/wiki/Jeremias_Friedrich_Reu%C3%9F
Gottlieb Jakob Planck,Johann Friedrich Cotta,https://en.wikipedia.org/wiki/Johann_Friedrich_Cotta
Camillo De Lellis,Luigi Ambrosio,https://en.wikipedia.org/wiki/Luigi_Ambrosio
Martin Goldstern,Robert F. Tichy,https://en.wikipedia.org/wiki/Robert_F._Tichy
Martin Goldstern,Jack Silver,https://en.wikipedia.org/wiki/Jack_Silver
Matthew Headrick,Shiraz Minwalla,https://en.wikipedia.org/wiki/Shiraz_Minwalla
Matthew Headrick,J. Richard Gott,https://en.wikipedia.org/wiki/J._Richard_Gott
Andrew Streitwieser,William von Eggers Doering,https://en.wikipedia.org/wiki/William_von_Eggers_Doering
Andrew Streitwieser,John D. Roberts,https://en.wikipedia.org/wiki/John_D._Roberts
Gustave Solomon,Kenkichi Iwasawa,https://en.wikipedia.org/wiki/Kenkichi_Iwasawa
Duncan Odom,Jacqueline Barton,https://en.wikipedia.org/wiki/Jacqueline_Barton
Duncan Odom,Richard A. Young,https://en.wikipedia.org/wiki/Richard_A._Young
Younan Xia,George M. Whitesides,https://en.wikipedia.org/wiki/George_M._Whitesides
Joseph F. Traub,Henry M. Foley,https://en.wikipedia.org/wiki/Henry_M._Foley
Kathleen Rubins,Patrick O. Brown,https://en.wikipedia.org/wiki/Patrick_O._Brown
Vy Maria Dong,David MacMillan,https://en.wikipedia.org/wiki/David_MacMillan
Vy Maria Dong,Larry E. Overman,https://en.wikipedia.org/wiki/Larry_E._Overman
Vy Maria Dong,Robert G. Bergman,https://en.wikipedia.org/wiki/Robert_G._Bergman
Vy Maria Dong,Ken Raymond,https://en.wikipedia.org/wiki/Ken_Raymond
Sarah E. Reisman,John L. Wood,https://en.wikipedia.org/wiki/John_L._Wood
Sarah E. Reisman,Eric Jacobsen,https://en.wikipedia.org/wiki/Eric_Jacobsen_(chemist)
C. Frederick Koelsch,Samuel M. McElvain,https://en.wikipedia.org/wiki/Samuel_M._McElvain
Neil J. Gunther,Christie J. Eliezer,https://en.wikipedia.org/wiki/Christie_Jayaratnam_Eliezer
Neil J. Gunther,David J. Wallace,https://en.wikipedia.org/wiki/David_Wallace_(physicist)
Sara E. Skrabalak,Kenneth S. Suslick,https://en.wikipedia.org/wiki/Kenneth_S._Suslick
Sara E. Skrabalak,Younan Xia,https://en.wikipedia.org/wiki/Younan_Xia
Concha Gómez,Leo Harrington,https://en.wikipedia.org/wiki/Leo_Harrington
Concha Gómez,Jenny Harrison,https://en.wikipedia.org/wiki/Jenny_Harrison
Concha Gómez,Donald Sarason,https://en.wikipedia.org/wiki/Donald_Sarason
Steven M. Weinreb,"Marshall D. Gates, Jr","https://en.wikipedia.org/wiki/Marshall_D._Gates,_Jr."
Hyeon Taeghwan,Kenneth S. Suslick,https://en.wikipedia.org/wiki/Kenneth_S._Suslick
Edward M. Burgess,George Büchi,https://en.wikipedia.org/wiki/George_B%C3%BCchi
William Aaron Woods,Susumu Kuno,https://en.wikipedia.org/wiki/Susumu_Kuno
Lujo Brentano,Adolph Wagner,https://en.wikipedia.org/wiki/Adolph_Wagner
Lujo Brentano,Johann von Helferich,https://en.wikipedia.org/w/index.php?title=Johann_von_Helferich&action=edit&redlink=1
Hyun-Song Shin,James Mirrlees,https://en.wikipedia.org/wiki/James_Mirrlees
Brian S. Hartley,Malcolm Dixon,https://en.wikipedia.org/wiki/Malcolm_Dixon_(biochemist)
Akihiko Matsui (economist),Itzhak Gilboa,https://en.wikipedia.org/wiki/Itzhak_Gilboa
John M. Hollerbach,David Marr,https://en.wikipedia.org/wiki/David_Marr_(neuroscientist)
Richard Baldwin (economist),Paul Krugman,https://en.wikipedia.org/wiki/Paul_Krugman
Arthur C. Cope,Samuel M. McElvain,https://en.wikipedia.org/wiki/Samuel_M._McElvain
Vikram Sarabhai,C. V. Raman,https://en.wikipedia.org/wiki/C._V._Raman
Samuel J. Danishefsky,Peter Yates,https://en.wikipedia.org/w/index.php?title=Peter_Yates_(chemist)&action=edit&redlink=1
Gérard Huet,Maurice Nivat,https://en.wikipedia.org/wiki/Maurice_Nivat
Marc Kirschner,Howard Schachman,https://en.wikipedia.org/wiki/Howard_Schachman
Marc Kirschner,John Gurdon,https://en.wikipedia.org/wiki/John_Gurdon
Marc Kirschner,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Patrick L. Holland,Robert G. Bergman,https://en.wikipedia.org/wiki/Robert_G._Bergman
Patrick L. Holland,Richard A. Andersen,https://en.wikipedia.org/wiki/Richard_A._Andersen_(chemist)
Patrick L. Holland,William Tolman,https://en.wikipedia.org/wiki/William_Tolman
Thomas Erastus,Luca Ghini,https://en.wikipedia.org/wiki/Luca_Ghini
Peter Phillips (economist),Denis Sargan,https://en.wikipedia.org/wiki/Denis_Sargan
Peter Phillips (economist),Rex Bergstrom,https://en.wikipedia.org/wiki/Rex_Bergstrom
Seana Shiffrin,G. A. Cohen,https://en.wikipedia.org/wiki/G._A._Cohen
Carmen Reinhart,Robert Mundell,https://en.wikipedia.org/wiki/Robert_Mundell
James Demmel,William Kahan,https://en.wikipedia.org/wiki/William_Kahan
Robert René Kuczynski,Lujo Brentano,https://en.wikipedia.org/wiki/Lujo_Brentano
William B. Tolman,Peter C. Vollhardt,https://en.wikipedia.org/w/index.php?title=Peter_C._Vollhardt&action=edit&redlink=1
William B. Tolman,Alan R. Cutler,https://en.wikipedia.org/w/index.php?title=Alan_R._Cutler&action=edit&redlink=1
William B. Tolman,Stephen J. Lippard,https://en.wikipedia.org/wiki/Stephen_J._Lippard
David T. Jones (scientist),Janet Thornton,https://en.wikipedia.org/wiki/Janet_Thornton
Malcolm Dixon (biochemist),Frederick Hopkins,https://en.wikipedia.org/wiki/Frederick_Hopkins
Stuart Schreiber,Robert Burns Woodward,https://en.wikipedia.org/wiki/Robert_Burns_Woodward
Stuart Schreiber,Yoshito Kishi,https://en.wikipedia.org/wiki/Yoshito_Kishi
Herbert Langfeld,Carl Stumpf,https://en.wikipedia.org/wiki/Carl_Stumpf
Michael Katehakis,Cyrus Derman,https://en.wikipedia.org/wiki/Cyrus_Derman
Michael Katehakis,Herbert Robbins,https://en.wikipedia.org/wiki/Herbert_Robbins
Michael Katehakis,George Doundoulakis,https://en.wikipedia.org/wiki/George_Doundoulakis
Gregory Petsko,David Chilton Phillips,https://en.wikipedia.org/wiki/David_Chilton_Phillips
Peter Fulde,Richard A. Ferrell,https://en.wikipedia.org/wiki/Richard_A._Ferrell
Grover C. Stephens,"Frank A. Brown, Jr.","https://en.wikipedia.org/wiki/Frank_A._Brown,_Jr."
Jan Jaworowski,Karol Borsuk,https://en.wikipedia.org/wiki/Karol_Borsuk
Eric Katz,Yakov Eliashberg,https://en.wikipedia.org/wiki/Yakov_Eliashberg
Eric Katz,Ravi Vakil,https://en.wikipedia.org/wiki/Ravi_Vakil
Jennifer Doleac,Caroline Hoxby,https://en.wikipedia.org/wiki/Caroline_Hoxby
Sarah Delaney,Jacqueline Barton,https://en.wikipedia.org/wiki/Jacqueline_Barton
Leonid Peshkin,Leslie Kaelbling,https://en.wikipedia.org/wiki/Leslie_Kaelbling
Leonid Peshkin,Shimon Ullman,https://en.wikipedia.org/wiki/Shimon_Ullman
David P. Dobkin,Roger W. Brockett,https://en.wikipedia.org/wiki/Roger_W._Brockett
Bruce Hayes (linguist),Morris Halle,https://en.wikipedia.org/wiki/Morris_Halle
Richard Dalitz,Nicholas Kemmer,https://en.wikipedia.org/wiki/Nicholas_Kemmer
Albert Eschenmoser,Lavoslav Ružička,https://en.wikipedia.org/wiki/Lavoslav_Ru%C5%BEi%C4%8Dka
Lori L. Pollock,Mary Lou Soffa,https://en.wikipedia.org/wiki/Mary_Lou_Soffa
Jean-Michel Coron,Haïm Brezis,https://en.wikipedia.org/wiki/Ha%C3%AFm_Brezis
John Pardon,Yakov Eliashberg,https://en.wikipedia.org/wiki/Yakov_Eliashberg
Song Lin (chemist),Eric Jacobsen,https://en.wikipedia.org/wiki/Eric_Jacobsen_(chemist)
Song Lin (chemist),Christopher Chang,https://en.wikipedia.org/wiki/Christopher_Chang
Alison Wylie,Rom Harré,https://en.wikipedia.org/wiki/Rom_Harr%C3%A9
Elias James Corey,John C. Sheehan,https://en.wikipedia.org/wiki/John_C._Sheehan
Effa Muhse,Carl Eigenmann,https://en.wikipedia.org/wiki/Carl_Eigenmann
Effa Muhse,Charles Zeleny,https://en.wikipedia.org/wiki/Charles_Zeleny
Ivy Liu,Alan Agresti,https://en.wikipedia.org/wiki/Alan_Agresti
François Fages,Gérard Huet,https://en.wikipedia.org/wiki/G%C3%A9rard_Huet
Marc Okrand,Mary Haas,https://en.wikipedia.org/wiki/Mary_Haas
Marc Okrand,William F. Shipley,https://en.wikipedia.org/wiki/William_F._Shipley
Emmy Murphy,Yakov Eliashberg,https://en.wikipedia.org/wiki/Yakov_Eliashberg
Zeev Rudnick,Ilya Piatetski-Shapiro,https://en.wikipedia.org/wiki/Ilya_Piatetski-Shapiro
Zeev Rudnick,Roger Evans Howe,https://en.wikipedia.org/wiki/Roger_Evans_Howe
Richard S. Kayne,John R. Ross,https://en.wikipedia.org/wiki/John_R._Ross
Charles H. Townes,William Smythe,https://en.wikipedia.org/wiki/William_Smythe_(physicist)
Michael Otsuka,G. A. Cohen,https://en.wikipedia.org/wiki/G._A._Cohen
Fuhito Kojima,Alvin E. Roth,https://en.wikipedia.org/wiki/Alvin_E._Roth
Wes Hildreth,Ian S.E. Carmichael,https://en.wikipedia.org/wiki/Ian_S._E._Carmichael
Hendrik Lenstra,Frans Oort,https://en.wikipedia.org/wiki/Frans_Oort
Peidong Yang,Charles M. Lieber,https://en.wikipedia.org/wiki/Charles_M._Lieber
Peidong Yang,Galen D. Stucky,https://en.wikipedia.org/wiki/Galen_D._Stucky
Michael E. Caspersen,David Gries,https://en.wikipedia.org/wiki/David_Gries
Beniamino Segre,Corrado Segre,https://en.wikipedia.org/wiki/Corrado_Segre
Beniamino Segre,Francesco Severi,https://en.wikipedia.org/wiki/Francesco_Severi
Leopold Ružička,Hermann Staudinger,https://en.wikipedia.org/wiki/Hermann_Staudinger
Alexei A. Efros,Jitendra Malik,https://en.wikipedia.org/wiki/Jitendra_Malik
Leo Harrington,Gerald E. Sacks,https://en.wikipedia.org/wiki/Gerald_E._Sacks
Anthony Czarnik,Edwin Vedejs,https://en.wikipedia.org/wiki/Edwin_Vedejs
Anthony Czarnik,Ronald Breslow,https://en.wikipedia.org/wiki/Ronald_Breslow
Olga Russakovsky,Fei-Fei Li,https://en.wikipedia.org/wiki/Fei-Fei_Li
Jock D. Mackinlay,Michael Genesereth,https://en.wikipedia.org/wiki/Michael_Genesereth
John P. Burgess,Jack Silver,https://en.wikipedia.org/wiki/Jack_Silver
H. T. Kung,Joseph F. Traub,https://en.wikipedia.org/wiki/Joseph_F._Traub
Will Kymlicka,G. A. Cohen,https://en.wikipedia.org/wiki/G._A._Cohen
Alfred Aho,John Hopcroft,https://en.wikipedia.org/wiki/John_Hopcroft
Arthur E. Bryson,Hans Wolfgang Liepmann,https://en.wikipedia.org/wiki/Hans_Wolfgang_Liepmann
Stephen Schanuel,Serge Lang,https://en.wikipedia.org/wiki/Serge_Lang
Florence Goodenough,Leta Stetter Hollingworth,https://en.wikipedia.org/wiki/Leta_Stetter_Hollingworth
Richard A. Young,Joan A. Steitz,https://en.wikipedia.org/wiki/Joan_A._Steitz
Patricia A. Wheeler,Grover C. Stephens,https://en.wikipedia.org/wiki/Grover_C._Stephens
Patricia A. Wheeler,Wheeler J. North,https://en.wikipedia.org/wiki/Wheeler_J._North
Brigitte Askonas,Malcolm Dixon,https://en.wikipedia.org/wiki/Malcolm_Dixon_(biochemist)
Xavier Leroy,Gérard Huet,https://en.wikipedia.org/wiki/G%C3%A9rard_Huet
Steven Levitt,James M. Poterba,https://en.wikipedia.org/wiki/James_M._Poterba
Lennart Carleson,Arne Beurling,https://en.wikipedia.org/wiki/Arne_Beurling
Giovanni Battista Rizza,Enzo Martinelli,https://en.wikipedia.org/wiki/Enzo_Martinelli
Vladimir Shevyakov,Otto Bütschli,https://en.wikipedia.org/wiki/Otto_B%C3%BCtschli
Vladimir Shevyakov,Konstantin Mereschkowski,https://en.wikipedia.org/wiki/Konstantin_Mereschkowski
Roy Radner,Leonard Jimmie Savage,https://en.wikipedia.org/wiki/Leonard_Jimmie_Savage
Hieronymus Fabricius,Gabriele Falloppio,https://en.wikipedia.org/wiki/Gabriele_Falloppio
