Nome,Ano_Nasc,Pais,Campo_Principal,link
Adolf von Baeyer,1835.0,Prussia (German Confederation),Organic chemistry,https://en.wikipedia.org/wiki/Adolf_von_Baeyer
Øystein Linnebo,1971.0,Born1971 (age 51–52),Organic chemistry,https://en.wikipedia.org/wiki/%C3%98ystein_Linnebo
Yifeng Liu,1985.0,China,Mathematics,https://en.wikipedia.org/wiki/Yifeng_Liu
Stephen Cook,1939.0,New York,Computer Science,https://en.wikipedia.org/wiki/Stephen_Cook
Odile Eisenstein,1949.0,France,Computer Science,https://en.wikipedia.org/wiki/Odile_Eisenstein
Pierre Deligne,1944.0,Belgium,Mathematics,https://en.wikipedia.org/wiki/Pierre_Deligne
Vernor Vinge,1944.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Vernor_Vinge
Gerhard Lagaly,1938.0,Germany,Clay,https://en.wikipedia.org/wiki/Gerhard_Lagaly
Joel Slemrod,1951.0,U.S.,Clay,https://en.wikipedia.org/wiki/Joel_Slemrod
Hans Rådström,1919.0,Born1919,Functional equations,https://en.wikipedia.org/wiki/Hans_R%C3%A5dstr%C3%B6m
Shimon Even,1935.0,British Mandate for Palestine (present-day Israel),Computer Science,https://en.wikipedia.org/wiki/Shimon_Even
Hsiao-Lan Kuo,1915.0,China,meteorology,https://en.wikipedia.org/wiki/Hsiao-Lan_Kuo
Alexei Semenov (mathematician),1950.0,USSR,Mathematical logic,https://en.wikipedia.org/wiki/Alexei_Semenov_(mathematician)
Irving Fisher,1867.0,New York,Mathematical logic,https://en.wikipedia.org/wiki/Irving_Fisher
Julie Bergner,1867.0,New York,Mathematics,https://en.wikipedia.org/wiki/Julie_Bergner
Marianne Bertrand,1970.0,Bornc. 1970 (age 52–53)Belgium,Mathematics,https://en.wikipedia.org/wiki/Marianne_Bertrand
David Mervyn Blow,1931.0,England,Biophysicist,https://en.wikipedia.org/wiki/David_M._Blow
Nancy Kleckner,1931.0,England,Biophysicist,https://en.wikipedia.org/wiki/Nancy_Kleckner
Louise Dolan,,Delaware,Theoretical particle physics,https://en.wikipedia.org/wiki/Louise_Dolan
Nikolai Chebotaryov,1894.0,Russian Empire (modern-day Ukraine),Mathematics,https://en.wikipedia.org/wiki/Nikolai_Chebotaryov
Geertruida de Haas-Lorentz,1885.0,Netherlands,Mathematics,https://en.wikipedia.org/wiki/Geertruida_de_Haas-Lorentz
Ron Pinter,1953.0,Israel,Mathematics,https://en.wikipedia.org/wiki/Ron_Pinter
Mark B. Gerstein,,BornMark Bender GersteinFebruary 23,Bioinformatics,https://en.wikipedia.org/wiki/Mark_Bender_Gerstein
Masud Ahmad,1943.0,Pakistan,Theoretical physics,https://en.wikipedia.org/wiki/Masud_Ahmad
Dominique Foata,1934.0,French Syria,Mathematics,https://en.wikipedia.org/wiki/Dominique_Foata
Leon Takhtajan,1950.0,Armenia,Mathematical physics,https://en.wikipedia.org/wiki/Leon_Takhtajan
Klaus Fredenhagen,1947.0,Germany,Physics,https://en.wikipedia.org/wiki/Klaus_Fredenhagen
Maria Goeppert Mayer,1906.0,German Empire,Physics,https://en.wikipedia.org/wiki/Maria_Goeppert-Mayer
Mark Krein,1907.0,Russian Empire,Operator Theory,https://en.wikipedia.org/wiki/Mark_Krein
Gustav Mayer,1871.0,Germany,Operator Theory,https://en.wikipedia.org/wiki/Gustav_Mayer
Robert J. Van de Graaff,1901.0,U.S.,Physics,https://en.wikipedia.org/wiki/Robert_Van_de_Graaff
Gösta Bagge,1882.0,Born27 May 1882 Storkyrkoförsamlingen,Physics,https://en.wikipedia.org/wiki/G%C3%B6sta_Bagge
Ilya Sutskever,1985.0,Soviet Union[5][6],Machine learning,https://en.wikipedia.org/wiki/Ilya_Sutskever
Semyon Alesker,1972.0,Born1972 (age 50–51),Mathematics,https://en.wikipedia.org/wiki/Semyon_Alesker
Kiyosi Itô,1915.0,Japan,Mathematics,https://en.wikipedia.org/wiki/Kiyoshi_It%C5%8D
Lorenz Heister,1683.0,BornLorenz Heister(1683-09-19)19 September 1683,Mathematics,https://en.wikipedia.org/wiki/Lorenz_Heister
Don Berry (statistician),1940.0,Massachusetts,Mathematics,https://en.wikipedia.org/wiki/Don_Berry_(statistician)
Keith Runcorn,1922.0,United Kingdom,Plate tectonics,https://en.wikipedia.org/wiki/Keith_Runcorn
John Ziman,1925.0,England,Plate tectonics,https://en.wikipedia.org/wiki/John_Ziman
Dan Margalit (mathematician),1976.0,1976 (age 47),Mathematics,https://en.wikipedia.org/wiki/Dan_Margalit_(mathematician)
Maurice Nivat,1937.0,France,Computer science,https://en.wikipedia.org/wiki/Maurice_Nivat
Paul McEuen,1963.0,Born1963Oklahoma,Nanotechnology,https://en.wikipedia.org/wiki/Paul_L._McEuen
Richard M. Durbin,1960.0,BornRichard Michael Durbin (1960-12-30) 30 December 1960 (age 62)[15],Genomics,https://en.wikipedia.org/wiki/Richard_M._Durbin
Tom M. Apostol,1923.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Tom_M._Apostol
John R. Taylor,1923.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/John_R._Taylor
John Guckenheimer,1945.0,Louisiana,Mathematician,https://en.wikipedia.org/wiki/John_Guckenheimer
Gillian Hadfield,1961.0,Canada,Mathematician,https://en.wikipedia.org/wiki/Gillian_Hadfield
Madan Rao,1960.0,Born (1960-07-11) 11 July 1960 (age 63)India,Condensed matter physics,https://en.wikipedia.org/wiki/Madan_Rao
Gilbert N. Lewis,1875.0,US,Physical chemist,https://en.wikipedia.org/wiki/Gilbert_N._Lewis
Aleksandr Korkin,1837.0,Russian Empire,Mathematician,https://en.wikipedia.org/wiki/Aleksandr_Korkin
Martin Head-Gordon,1962.0,BornMartin Philip Head (1962-03-17) 17 March 1962 (age 61),Theoretical chemistry,https://en.wikipedia.org/wiki/Martin_Head-Gordon
Antony Valentini,1965.0,England,General relativity,https://en.wikipedia.org/wiki/Antony_Valentini
Anette Hosoi,1965.0,England,mechanical engineering,https://en.wikipedia.org/wiki/Anette_Hosoi
Don Tilley,1954.0,Oklahoma,Inorganic Chemistry,https://en.wikipedia.org/wiki/Don_Tilley
B. R. Ambedkar,1891.0,India),Inorganic Chemistry,https://en.wikipedia.org/wiki/B._R._Ambedkar
Eran Segal,1973.0,1973 (age 49),Inorganic Chemistry,https://en.wikipedia.org/wiki/Eran_Segal
Barbara Burger,1973.0,1973 (age 49),Inorganic Chemistry,https://en.wikipedia.org/wiki/Barbara_Burger
Philip Greenspun,1963.0,United States,Computer science,https://en.wikipedia.org/wiki/Philip_Greenspun
George Church (geneticist),1954.0,Florida[9],Chemistry,https://en.wikipedia.org/wiki/George_M._Church
Mohammad Hajiaghayi,,BornPersian: محمد تقی‌ حاجی آقائی,Computer science,https://en.wikipedia.org/wiki/Mohammad_Hajiaghayi
Gianluca Violante,,BornPersian: محمد تقی‌ حاجی آقائی,Computer science,https://en.wikipedia.org/wiki/Gianluca_Violante
Laxmi Parida,,India,Computational genomics,https://en.wikipedia.org/wiki/Laxmi_Parida
Arjun Kumar Sengupta,1937.0,British India,Computational genomics,https://en.wikipedia.org/wiki/Arjun_Kumar_Sengupta
José Felipe Voloch,1963.0,Brazil,Mathematics,https://en.wikipedia.org/wiki/Jos%C3%A9_Felipe_Voloch
Andrew G. Clark,1954.0,Born1954 (age 68–69),Population genetics,https://en.wikipedia.org/wiki/Andrew_G._Clark_(biologist)
George Butler (headmaster),1774.0,United Kingdom,Population genetics,https://en.wikipedia.org/wiki/George_Butler_(headmaster)
Mihailo Petrović Alas,1868.0,Principality of Serbia,Mathematician,https://en.wikipedia.org/wiki/Mihailo_Petrovi%C4%87_Alas
John R. Meyer,1927.0,United States,Mathematician,https://en.wikipedia.org/wiki/John_R._Meyer
Zhiwei Yun,1982.0,China[3],Mathematics,https://en.wikipedia.org/wiki/Zhiwei_Yun
Peter Tuthill (astronomer),1967.0,Australia,Physics,https://en.wikipedia.org/wiki/Peter_Tuthill_(astronomer)
Clifford Hildreth,1917.0,Kansas,Physics,https://en.wikipedia.org/wiki/Clifford_Hildreth
Paul Chirik,1973.0,Pennsylvania,Organometallic Chemistry,https://en.wikipedia.org/wiki/Paul_Chirik
Viktor Vladimirovich Nemytskii,1900.0,BornRussian: Виктор Владимирович Немыцкий(1900-11-22)22 November 1900Smolensk,Mathematics,https://en.wikipedia.org/wiki/Viktor_Vladimirovich_Nemytskii
Peter Atkins,1940.0,England,Physical chemistry,https://en.wikipedia.org/wiki/Peter_Atkins
Nikolaus Joseph von Jacquin,1727.0,Born(1727-02-16)16 February 1727Leiden,Physical chemistry,https://en.wikipedia.org/wiki/Nikolaus_von_Jacquin
Toby Walsh,1727.0,Born(1727-02-16)16 February 1727Leiden,Artificial Intelligence,https://en.wikipedia.org/wiki/Toby_Walsh
Kenneth Pitzer,1914.0,California,Chemistry,https://en.wikipedia.org/wiki/Kenneth_Pitzer
Chien-Shiung Wu,1912.0,China,Physics,https://en.wikipedia.org/wiki/Chien-Shiung_Wu
Michael Bruno (economist),1932.0,Germany,Physics,https://en.wikipedia.org/wiki/Michael_Bruno_(economist)
Laurent C. Siebenmann,1939.0,Canada,Mathematics,https://en.wikipedia.org/wiki/Laurent_C._Siebenmann
Emmanuel Saez,1972.0,1972 (age 50)Spain,Mathematics,https://en.wikipedia.org/wiki/Emmanuel_Saez
Raj Chetty,1979.0,India,Mathematics,https://en.wikipedia.org/wiki/Raj_Chetty
Sylvain Cappell,1946.0,Belgium,Mathematics,https://en.wikipedia.org/wiki/Sylvain_Cappell
John Hagelin,1954.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/John_Hagelin
Lilabati Bhattacharjee,1954.0,U.S.,Physics,https://en.wikipedia.org/wiki/Lilabati_Bhattacharjee
Henry Norris Russell,1877.0,U.S.,Astronomy,https://en.wikipedia.org/wiki/Henry_Norris_Russell
Evgeny Sklyanin,1955.0,Soviet Union,Mathematical Physics,https://en.wikipedia.org/wiki/Evgeny_Sklyanin
Brenda MacGibbon,1944.0,1944,Mathematics,https://en.wikipedia.org/wiki/Brenda_MacGibbon
Amy S. Bruckman,1965.0,U.S.,Online communities,https://en.wikipedia.org/wiki/Amy_Bruckman
Harold Hotelling,1895.0,U.S.,Statistics,https://en.wikipedia.org/wiki/Harold_Hotelling
Murray Gerstenhaber,1927.0,U.S.,Statistics,https://en.wikipedia.org/wiki/Murray_Gerstenhaber
José-Miguel Bernardo,1950.0,Spain,Bayesian statistics,https://en.wikipedia.org/wiki/Jos%C3%A9-Miguel_Bernardo
Andrei Shleifer,1961.0,Soviet Union,Bayesian statistics,https://en.wikipedia.org/wiki/Andrei_Shleifer
Michael Rothschild,1942.0,Illinois,Bayesian statistics,https://en.wikipedia.org/wiki/Michael_Rothschild
Richard M. Dudley,1938.0,USA,Bayesian statistics,https://en.wikipedia.org/wiki/Richard_M._Dudley
Léon Rosenfeld,1904.0,Belgium,Bayesian statistics,https://en.wikipedia.org/wiki/L%C3%A9on_Rosenfeld
Xiaole Shirley Liu,,Born刘小乐,Computational biology,https://en.wikipedia.org/wiki/Xiaole_Shirley_Liu
Walter Gautschi,1927.0,Switzerland,Computational biology,https://en.wikipedia.org/wiki/Walter_Gautschi
William Nordhaus,1941.0,U.S.,Environmental economics,https://en.wikipedia.org/wiki/William_Nordhaus
Henry A. Bumstead,1870.0,USA,Physicist,https://en.wikipedia.org/wiki/Henry_Andrews_Bumstead
Mellen Woodman Haskell,1863.0,US,Mathematics,https://en.wikipedia.org/wiki/Mellen_Haskell
Edward M. McCreight,1863.0,US,Computer science,https://en.wikipedia.org/wiki/Edward_McCreight
Chiara Sabatti,,Italy,Computer science,https://en.wikipedia.org/wiki/Chiara_Sabatti
Richard Cartwright (philosopher),1925.0,BornRichard Lee Cartwright1925,Computer science,https://en.wikipedia.org/wiki/Richard_Cartwright_(philosopher)
Jérôme Lalande,1732.0,Born(1732-07-11)11 July 1732Bourg-en-Bresse,Astronomy,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Lalande
Olivier Blanchard,1948.0,France,Astronomy,https://en.wikipedia.org/wiki/Olivier_Jean_Blanchard
Norman Ramsey Jr.,1915.0,U.S.,Physics,"https://en.wikipedia.org/wiki/Norman_Foster_Ramsey,_Jr."
Costas Meghir,1915.0,U.S.,Physics,https://en.wikipedia.org/wiki/Costas_Meghir
Rhee Chang-yong,1960.0,South Korea,Physics,https://en.wikipedia.org/wiki/Rhee_Chang-yong
Karl Eugen Guthe,1866.0,Germany,Physicist,https://en.wikipedia.org/wiki/Karl_Eugen_Guthe
Alan E. Gelfand,1945.0,New York,Physicist,https://en.wikipedia.org/wiki/Alan_E._Gelfand
Graham Higman,1917.0,England,Mathematics,https://en.wikipedia.org/wiki/Graham_Higman
Heinz Pose,1905.0,German Empire,Nuclear Physics,https://en.wikipedia.org/wiki/Heinz_Pose
Hendrik Lorentz,1853.0,Netherlands,Physics,https://en.wikipedia.org/wiki/Hendrik_Antoon_Lorentz
Gerhard Hochschild,1915.0,Germany,Physics,https://en.wikipedia.org/wiki/Gerhard_Hochschild
Ion Barbu,1895.0,Kingdom of Romania,Geometry,https://en.wikipedia.org/wiki/Ion_Barbu
Vera T. Sós,1930.0,Hungary,Mathematics,https://en.wikipedia.org/wiki/Vera_T._S%C3%B3s
David Cox (statistician),1924.0,England,Statistics,https://en.wikipedia.org/wiki/David_Cox_(statistician)
Manjul Bhargava,1974.0,Canada,Statistics,https://en.wikipedia.org/wiki/Manjul_Bhargava
Joseph Rotblat,1908.0,Poland,Physics,https://en.wikipedia.org/wiki/Joseph_Rotblat
Chaim L. Pekeris,1908.0,Vilna Governorate,Geophysics,https://en.wikipedia.org/wiki/Chaim_L._Pekeris
Sergei Godunov,1929.0,USSR,Applied mathematics,https://en.wikipedia.org/wiki/Sergei_K._Godunov
Alex Pentland,1951.0,U.S.,Applied mathematics,https://en.wikipedia.org/wiki/Alex_Pentland
Jonas C. Peters,1971.0,Illinois,Inorganic Chemistry,https://en.wikipedia.org/wiki/Jonas_C._Peters
John Wagoner,1923.0,U.S.,Inorganic Chemistry,https://en.wikipedia.org/wiki/John_Wagoner
Pierre Gabriel,1933.0,France[1],Mathematics,https://en.wikipedia.org/wiki/Pierre_Gabriel
Mor Harchol-Balter,1966.0,Israel,Computer science,https://en.wikipedia.org/wiki/Mor_Harchol-Balter
Heinz Gerischer,1919.0,Germany,Computer science,https://en.wikipedia.org/wiki/Heinz_Gerischer
Yves Meyer,1939.0,France,Mathematics,https://en.wikipedia.org/wiki/Yves_Meyer
James Heckman,1944.0,US,Mathematics,https://en.wikipedia.org/wiki/James_Heckman
Moti Yung,1944.0,US,Computer science,https://en.wikipedia.org/wiki/Moti_Yung
Erol Gelenbe,1945.0,Born (1945-08-22) 22 August 1945 (age 78)[1]Istanbul[1][2],Computer science,https://en.wikipedia.org/wiki/Erol_Gelenbe
Ulrike Malmendier,1973.0,West Germany,Computer science,https://en.wikipedia.org/wiki/Ulrike_Malmendier
Johann Friedrich August Göttling,1753.0,Prussia,Chemist,https://en.wikipedia.org/wiki/Johann_Friedrich_August_Gottling
Johann Franz Encke,1791.0,Holy Roman Empire,Astronomy,https://en.wikipedia.org/wiki/Johann_Encke
Napoleon,1769.0,Corsica,Astronomy,https://en.wikipedia.org/wiki/Napoleon
Sophus Lie,1842.0,Norway,Mathematics,https://en.wikipedia.org/wiki/Sophus_Lie
Mark Rosenzweig (economist),1842.0,Norway,Mathematics,https://en.wikipedia.org/wiki/Mark_Rosenzweig_(economist)
Kenneth L. Hale,1934.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Kenneth_L._Hale
Ramesh K. Agarwal,1947.0,India[citation needed],Computational Fluid Dynamics,https://en.wikipedia.org/wiki/Ramesh_K._Agarwal
David Broomhead,1950.0,United Kingdom,Mathematics,https://en.wikipedia.org/wiki/David_Broomhead
Valeria de Paiva,,BornValeria Correa Vaz de Paiva,Mathematics,https://en.wikipedia.org/wiki/Valeria_de_Paiva
Geoffrey E. Coates,1917.0,England,Inorganic Chemistry,https://en.wikipedia.org/wiki/Geoffrey_E._Coates
William A. Stein,1974.0,California,Inorganic Chemistry,https://en.wikipedia.org/wiki/William_A._Stein
Jeffrey H. Smith,1974.0,California,Mathematics,https://en.wikipedia.org/wiki/Jeffrey_H._Smith
Carl B. Allendoerfer,1911.0,1911,Mathematics,https://en.wikipedia.org/wiki/Carl_B._Allendoerfer
Matthew K. Franklin,1911.0,1911,Cryptography,https://en.wikipedia.org/wiki/Matthew_K._Franklin
William J. LeVeque,1923.0,Colorado,Mathematics,https://en.wikipedia.org/wiki/William_LeVeque
Solomon Feferman,1928.0,US,Mathematics,https://en.wikipedia.org/wiki/Solomon_Feferman
Hans Georg Feichtinger,1951.0,Austria,Mathematician,https://en.wikipedia.org/wiki/Hans_Georg_Feichtinger
June Lindsey,1922.0,U.K.,Crystallography,https://en.wikipedia.org/wiki/June_Lindsey
Tadatoshi Akiba,1942.0,Japan,Crystallography,https://en.wikipedia.org/wiki/Tadatoshi_Akiba
Jean Cabannes,1885.0,France,Crystallography,https://en.wikipedia.org/wiki/Jean_Cabannes
Ernst Gottfried Baldinger,1738.0,Born(1738-05-13)13 May 1738Erfurt,Medicine,https://en.wikipedia.org/wiki/Ernst_Gottfried_Baldinger
Jon Folkman,1938.0,US[1],Combinatorics,https://en.wikipedia.org/wiki/Jon_Folkman
William Lowe Bryan,1860.0,Indiana,Combinatorics,https://en.wikipedia.org/wiki/William_Lowe_Bryan
Rudolf Arnheim,1904.0,German Empire,Film theorist,https://en.wikipedia.org/wiki/Rudolf_Arnheim
George Stout,1860.0,England,Film theorist,https://en.wikipedia.org/wiki/George_Stout
Miles Joseph Berkeley,1803.0,Born(1803-04-01)1 April 1803,Film theorist,https://en.wikipedia.org/wiki/Miles_Joseph_Berkeley
Joseph J. Kohn,1932.0,Czechoslovakia (now Czech Republic),Film theorist,https://en.wikipedia.org/wiki/Joseph_Kohn
Stephen Gull,1932.0,Czechoslovakia (now Czech Republic),Film theorist,https://en.wikipedia.org/wiki/Stephen_Gull
Irwin Kra,1937.0,Poland,Mathematics,https://en.wikipedia.org/wiki/Irwin_Kra
Mark S. Wrighton,1949.0,U.S.,Inorganic photochemistry,https://en.wikipedia.org/wiki/Mark_S._Wrighton
Christopher Kelk Ingold,1893.0,United Kingdom,Chemistry,https://en.wikipedia.org/wiki/Christopher_Kelk_Ingold
Beresford Parlett,1932.0,England,Numerical analysis,https://en.wikipedia.org/wiki/Beresford_N._Parlett
Johann Christian Poggendorff,1796.0,Born(1796-12-29)29 December 1796Hamburg,Numerical analysis,https://en.wikipedia.org/wiki/Johann_Christian_Poggendorff
Guillermo Owen,1938.0,Colombia,Mathematics,https://en.wikipedia.org/wiki/Guillermo_Owen
Jeffrey T. Leek,1938.0,Colombia,Biostatistics,https://en.wikipedia.org/wiki/Jeffrey_T._Leek
Peter Higgs,1929.0,England,Theoretical physics,https://en.wikipedia.org/wiki/Peter_Higgs
Myles Brand,1942.0,U.S.,Theoretical physics,https://en.wikipedia.org/wiki/Myles_Brand
Hermann Eduard von Holst,1841.0,Russian Empire (now in Estonia),Theoretical physics,https://en.wikipedia.org/wiki/Hermann_Eduard_von_Holst
Charles Fefferman,1949.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Charles_Fefferman
Hieronymus Fabricius,1533.0,Born20 May 1533Acquapendente,Anatomy,https://en.wikipedia.org/wiki/Hieronymus_Fabricius
Ludwig Föppl,1887.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Ludwig_F%C3%B6ppl
Mary Whiton Calkins,1863.0,Connecticut,Mathematics,https://en.wikipedia.org/wiki/Mary_Whiton_Calkins
Keith Lehrer,1936.0,1936 (age 87),Mathematics,https://en.wikipedia.org/wiki/Keith_Lehrer
Michael Witbrock,,New Zealand,Mathematics,https://en.wikipedia.org/wiki/Michael_Witbrock
David Spiegelhalter,1953.0,England,Biostatistics,https://en.wikipedia.org/wiki/David_Spiegelhalter
Henri Padé,1863.0,France,Mathematics,https://en.wikipedia.org/wiki/Henri_Pad%C3%A9
Edgar L. Feige,1937.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Edgar_L._Feige
Woodrow Wilson,1856.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Woodrow_Wilson
Henry Edward Armstrong,1848.0,England,Chemistry,https://en.wikipedia.org/wiki/Henry_Edward_Armstrong
Laurent Fargues,1975.0,Born (1975-06-19) 19 June 1975 (age 48)Cagnes-sur-Mer,Mathematics,https://en.wikipedia.org/wiki/Laurent_Fargues
Ian Agol,1970.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Ian_Agol
Edward Chamberlin,1899.0,Washington,Mathematics,https://en.wikipedia.org/wiki/Edward_Chamberlin
Peter Keevash,1978.0,England,Mathematics,https://en.wikipedia.org/wiki/Peter_Keevash
Ariél Pakes,1949.0,Born1949,Mathematics,https://en.wikipedia.org/wiki/Ariel_Pakes
Christopher C. Cummins,1966.0,US,Inorganic Chemistry,https://en.wikipedia.org/wiki/Christopher_C._Cummins
Narayanan Chandrakumar,1951.0,India,Chemical physics,https://en.wikipedia.org/wiki/Narayanan_Chandrakumar
Emmanouil Dermitzakis,1972.0,1972 (age 51),Genomics,https://en.wikipedia.org/wiki/Emmanouil_Dermitzakis
Teofilo F. Gonzalez,1948.0,Mexico,Computer science,https://en.wikipedia.org/wiki/Teofilo_F._Gonzalez
Jean-Michel Bismut,1948.0,Portugal,Mathematics,https://en.wikipedia.org/wiki/Jean-Michel_Bismut
Darrell Duffie,1954.0,1954 (age 69),Mathematical finance,https://en.wikipedia.org/wiki/Darrell_Duffie
Lurdes Inoue,,Brazil,Biostatistics,https://en.wikipedia.org/wiki/Lurdes_Inoue
Enrique Pujals,,Argentina,Mathematics,https://en.wikipedia.org/wiki/Enrique_Pujals
Omer Reingold,,Argentina,Computer science,https://en.wikipedia.org/wiki/Omer_Reingold
Sidney Sherwood,1860.0,US,Computer science,https://en.wikipedia.org/wiki/Sidney_Sherwood
David K. Levine,1955.0,BornDavid Knudsen Levinec. 1955 (age 67–68),Computer science,https://en.wikipedia.org/wiki/David_K._Levine
Johann Elert Bode,1747.0,Holy Roman Empire,Astronomy,https://en.wikipedia.org/wiki/Johann_Bode
Gilbert Ames Bliss,1876.0,US,Mathematics,https://en.wikipedia.org/wiki/Gilbert_Ames_Bliss
